10,3.2,3.3
20,1.2,1.5
30,1.8,1.3
40,1.2,1.2
50,1.2,1.2
,,
,,
,,
10,0.495023,0.494308
20,0.499601,0.500333
30,0.500214,0.500423
40,0.499664,0.50006
50,0.499693,0.499638
,,
,,
10,1.993225,1.993122
20,2,2.001941
30,2,1.998792
40,1.997805,1.99831
50,1.999755,2.000966
